index,store_ID,day_of_week,date,nb_customers_on_day,open,promotion,state_holiday,school_holiday,sales predictions
14056,401,6,2014-01-26,0,0,0,0,0,0.0
116005,258,1,2015-06-30,573,1,1,0,0,6246.893333333333
339956,892,1,2013-06-04,886,1,1,0,0,8514.21
421227,821,0,2014-07-21,777,1,0,0,1,6070.65
99760,829,4,2014-09-19,791,1,1,0,0,6719.28
12417,536,1,2013-10-15,814,1,0,0,0,7064.72
544762,141,2,2014-07-30,566,1,1,0,0,5514.552
94653,249,3,2015-01-22,506,1,0,0,0,4591.13
112494,500,6,2013-09-01,0,0,0,0,0,0.0
480939,483,6,2014-09-14,0,0,0,0,0,0.0
145224,64,1,2013-10-22,673,1,1,0,1,7409.41
587988,331,6,2014-12-28,0,0,0,0,0,0.0
172828,1007,1,2014-12-23,1459,1,0,0,1,12382.54
572287,702,1,2015-02-03,351,1,1,0,0,4623.92
515276,600,1,2015-04-21,458,1,0,0,0,4737.93
270929,804,5,2013-06-08,367,1,0,0,0,3814.6341666666667
446863,916,6,2014-04-13,0,0,0,0,0,0.0
562914,265,2,2013-09-18,362,1,0,0,0,3581.64
18520,309,0,2014-05-19,747,1,1,0,0,8818.203333333333
529375,171,5,2014-03-01,631,1,0,0,0,5668.04
520635,1076,1,2014-09-02,675,1,1,0,0,5740.96
241592,177,6,2014-06-15,0,0,0,0,0,0.0
328837,486,4,2013-11-01,0,0,0,1,1,0.0
13638,308,2,2013-03-20,1011,1,1,0,0,10198.19
106835,680,0,2013-01-28,749,1,0,0,0,4860.26
673645,446,5,2013-09-21,313,1,0,0,0,2391.62
343026,1107,5,2013-05-25,625,1,0,0,0,5951.677999999999
280082,748,0,2013-08-26,682,1,1,0,1,8313.26
388723,775,0,2013-07-22,645,1,0,0,0,6903.87
434075,306,1,2015-03-31,469,1,1,0,1,4789.84
266643,195,4,2014-04-18,0,0,1,1,1,0.0
220866,1016,2,2014-12-24,331,1,0,0,1,3390.88
707055,765,0,2014-11-03,955,1,1,0,0,9866.01
575753,199,5,2014-08-30,705,1,0,0,0,7182.66
259061,53,1,2013-04-16,475,1,0,0,0,4021.92
6171,1100,3,2013-04-18,649,1,0,0,0,4541.5
655640,480,5,2015-05-09,315,1,0,0,0,2451.81
246088,612,4,2015-04-10,395,1,0,0,1,5865.34
486918,863,4,2014-11-14,1147,1,1,0,0,9520.8
24290,724,0,2014-05-19,798,1,1,0,0,8836.67
165942,590,6,2014-03-02,0,0,0,0,0,0.0
2669,67,4,2015-07-10,706,1,0,0,0,6594.175
664048,1032,4,2014-12-26,0,0,0,1,1,0.0
154705,297,1,2013-03-26,874,1,1,0,1,9250.02
556003,588,4,2015-02-13,740,1,0,0,0,6091.47
261884,1068,4,2015-04-03,0,0,1,1,1,0.0
298728,395,5,2013-10-19,304,1,0,0,0,2325.79
23499,3,2,2014-12-31,408,1,0,0,1,3552.33
7199,278,6,2013-07-14,0,0,0,0,0,0.0
258284,515,6,2014-10-05,0,0,0,0,0,0.0
339160,963,4,2013-07-26,750,1,0,0,1,6299.11
490003,86,2,2013-11-06,657,1,1,0,0,6168.04
494509,748,2,2013-01-23,456,1,1,0,0,5511.44
596681,481,3,2015-07-09,541,1,0,0,0,4093.06
550677,410,0,2013-11-04,1003,1,1,0,0,10216.44
575765,128,1,2015-01-13,710,1,1,0,0,8664.08
407389,1102,6,2014-02-02,0,0,0,0,0,0.0
238814,658,2,2014-01-22,631,1,1,0,0,6950.643333333333
242060,546,1,2015-01-13,1660,1,1,0,0,14505.28
122153,651,6,2013-01-06,0,0,0,0,0,0.0
523886,718,4,2013-11-08,898,1,1,0,0,8325.43
239210,655,1,2015-03-31,859,1,1,0,1,10144.42
704903,482,6,2014-10-05,0,0,0,0,0,0.0
132623,852,0,2014-05-26,566,1,0,0,0,3940.17
277325,943,0,2014-09-08,572,1,0,0,0,5955.15
132417,74,3,2013-06-13,690,1,0,0,0,4723.1
412208,3,6,2015-02-15,0,0,0,0,0,0.0
515001,531,6,2013-05-26,0,0,0,0,0,0.0
462201,700,5,2014-05-03,340,1,0,0,0,3342.35
360789,867,3,2015-01-15,394,1,1,0,0,4508.42
268483,577,2,2013-04-03,519,1,0,0,1,4185.6
681092,769,1,2014-05-27,3172,1,0,0,0,10758.86
179731,650,2,2014-02-26,567,1,0,0,0,4946.63
67424,680,3,2015-03-12,609,1,0,0,0,3859.44
360709,1082,3,2014-11-06,1082,1,1,0,0,7852.33
632438,264,4,2015-01-16,958,1,1,0,0,8467.63
680761,866,2,2013-07-10,342,1,0,0,1,4302.82
268803,985,1,2015-01-20,599,1,0,0,0,5360.68
631176,962,3,2014-09-04,897,1,1,0,0,7353.24
686288,43,0,2014-05-05,823,1,1,0,0,9530.42
169935,545,5,2015-01-31,865,1,0,0,0,7827.1
179853,520,6,2013-12-08,0,0,0,0,0,0.0
432596,847,6,2014-09-14,0,0,0,0,0,0.0
356546,1046,0,2014-08-04,909,1,1,0,1,11929.21
537675,356,4,2014-09-26,430,1,0,0,0,5476.06
118968,565,0,2015-04-20,631,1,0,0,0,4849.11
117240,819,4,2015-05-22,544,1,1,0,0,6467.84
129868,326,0,2014-02-24,352,1,0,0,0,3780.87
519912,890,1,2013-10-22,442,1,1,0,0,5590.1
442945,166,1,2014-02-25,705,1,0,0,0,4656.29
176136,724,3,2013-12-19,1009,1,1,0,0,12121.96
149413,374,3,2015-01-08,790,1,1,0,0,8417.59
128186,272,1,2013-07-09,588,1,0,0,1,5368.69
707335,16,5,2013-09-28,548,1,0,0,0,4966.6
106925,223,5,2014-06-28,608,1,0,0,0,5624.345
26894,591,0,2013-06-03,649,1,1,0,0,7608.84
446257,466,6,2014-12-14,0,0,0,0,0,0.0
205040,187,0,2013-05-06,796,1,0,0,0,5720.58
555545,191,5,2015-06-06,719,1,0,0,0,7197.34
479228,753,4,2014-12-19,937,1,1,0,0,9695.68
617119,262,5,2013-04-13,3267,1,0,0,0,17436.54
389573,1057,0,2015-02-23,545,1,0,0,0,4947.91
370665,993,0,2013-05-13,1096,1,1,0,0,14191.95
58372,525,1,2015-03-31,855,1,1,0,1,9095.36
458639,192,2,2013-10-30,473,1,0,0,1,5204.64
632142,456,0,2015-02-16,783,1,1,0,0,8535.88
162278,62,1,2015-05-12,756,1,0,0,0,6542.61
701627,467,0,2013-09-09,1967,1,1,0,0,18292.37
521153,430,4,2013-03-01,674,1,0,0,0,7337.36
323,54,3,2014-07-24,612,1,0,0,1,5949.74
374828,865,5,2014-04-05,710,1,0,0,0,8057.78
487448,763,2,2014-07-16,567,1,1,0,1,6707.19
395609,208,4,2014-11-14,496,1,1,0,0,4874.5
184768,943,0,2013-04-08,661,1,1,0,0,7931.24
116566,966,5,2015-06-06,408,1,0,0,0,3515.87
403422,309,1,2014-06-17,702,1,1,0,0,9295.43
643105,207,0,2015-02-23,1056,1,0,0,0,7889.26
221988,1082,6,2014-08-17,0,0,0,0,0,0.0
146412,96,2,2014-08-13,528,1,0,0,1,4514.2
287273,485,1,2015-01-20,355,1,0,0,0,3683.27
54026,349,2,2015-06-24,800,1,0,0,0,7365.32
193283,217,2,2014-05-07,637,1,1,0,0,5312.42
687257,1104,3,2014-01-09,493,1,1,0,0,6308.11
579215,799,5,2014-06-21,914,1,0,0,0,9528.56
575843,7,5,2014-10-18,558,1,0,0,0,4991.92
201429,189,4,2013-06-28,859,1,0,0,0,7903.88
579454,143,4,2013-01-25,600,1,1,0,0,6458.5
431593,544,4,2014-02-07,1835,1,1,0,0,14681.01
21331,18,2,2014-08-20,781,1,1,0,1,7394.43
8365,407,6,2014-03-16,0,0,0,0,0,0.0
511630,397,6,2013-04-28,0,0,0,0,0,0.0
459681,379,1,2013-06-18,522,1,1,0,0,4873.363
506753,543,3,2014-11-20,214,1,0,0,0,2042.48
124718,1011,2,2013-04-24,857,1,1,0,0,8176.82
427012,1048,2,2013-10-23,472,1,1,0,0,5817.47
512188,40,3,2013-11-28,766,1,0,0,0,6195.32
238060,271,6,2014-08-17,0,0,0,0,0,0.0
331724,640,4,2015-05-01,0,0,1,1,0,0.0
258177,901,4,2014-10-10,597,1,1,0,0,6510.52
318580,1031,0,2014-02-03,662,1,1,0,0,8227.4
456306,802,0,2015-04-13,687,1,1,0,1,9172.1
636958,48,0,2013-09-30,475,1,0,0,1,4370.37
642412,1015,3,2015-05-21,499,1,1,0,0,6174.89
148931,628,4,2015-06-05,806,1,1,0,0,6790.16
673224,196,5,2013-08-31,542,1,0,0,0,4536.536
356778,879,2,2015-06-17,361,1,1,0,0,4512.32
476505,951,2,2015-05-13,826,1,0,0,0,6406.45
208432,467,2,2014-07-09,1150,1,0,0,1,8390.95
668337,555,5,2014-05-31,464,1,0,0,0,4531.413333333333
421946,534,1,2013-01-22,744,1,1,0,0,8956.75
501785,1016,4,2014-10-24,550,1,1,0,0,5947.63
325607,902,0,2015-02-02,678,1,1,0,0,7393.38
394307,309,3,2015-01-29,570,1,1,0,0,6200.52
61263,930,1,2015-01-06,1244,1,1,0,1,8487.27
512183,597,4,2013-05-31,936,1,1,0,0,7376.54
142735,996,2,2015-06-03,775,1,1,0,0,8302.56
698457,849,3,2013-01-03,813,1,0,0,1,6744.02
402502,67,4,2014-06-13,727,1,0,0,1,7125.4
303162,404,6,2014-04-20,0,0,0,0,0,0.0
191831,103,2,2013-04-10,0,0,1,0,0,0.0
392265,708,6,2015-06-14,0,0,0,0,0,0.0
523435,64,6,2013-12-01,0,0,0,0,0,0.0
662268,848,1,2014-12-02,893,1,1,0,0,8862.99
552451,450,2,2013-07-17,1096,1,1,0,0,9435.64
64755,165,1,2014-04-08,357,1,0,0,0,3330.23
61930,1035,0,2014-02-10,550,1,0,0,0,4035.96
43315,833,3,2013-03-07,522,1,1,0,0,5521.21
544741,306,5,2014-03-08,260,1,0,0,0,2404.7066666666665
25680,79,4,2014-07-18,555,1,1,0,0,5460.41
120661,373,6,2013-12-01,0,0,0,0,0,0.0
182542,185,6,2013-10-06,0,0,0,0,0,0.0
605057,89,4,2013-05-03,698,1,1,0,0,6758.64
357783,768,0,2015-04-13,1826,1,1,0,1,19171.18
619464,417,2,2015-02-25,697,1,0,0,0,5632.84
277115,562,4,2015-01-16,3316,1,1,0,0,19406.87
235725,239,1,2015-06-02,551,1,1,0,0,6442.13
445645,1057,3,2013-04-18,571,1,0,0,0,5264.566
473581,613,1,2014-03-11,794,1,0,0,0,5333.63
702519,305,2,2013-04-17,315,1,0,0,0,2928.46
335211,308,1,2015-04-14,957,1,1,0,0,10374.67
283403,855,2,2014-11-19,539,1,0,0,0,4399.35
53771,468,4,2013-09-13,784,1,1,0,0,7438.5
27271,671,5,2013-07-27,451,1,0,0,0,5045.621666666667
423690,1111,2,2015-03-04,487,1,1,0,0,5622.27
460029,936,0,2015-06-15,1075,1,1,0,0,9996.46
510462,543,3,2013-03-28,407,1,1,0,1,5316.84
497382,320,5,2013-04-20,1765,1,0,0,0,11599.64
420791,588,2,2014-10-01,746,1,1,0,0,7222.28
372043,3,1,2013-09-03,739,1,0,0,1,5818.66
431639,568,5,2015-07-04,483,1,0,0,0,5193.23
406210,822,4,2014-09-05,694,1,1,0,0,8454.71
683440,676,4,2013-12-13,1738,1,0,0,0,10041.29
10031,756,3,2013-12-26,0,0,0,1,1,0.0
21057,436,6,2015-04-12,0,0,0,0,0,0.0
227461,238,5,2014-01-18,856,1,0,0,0,5748.72
133658,144,2,2013-04-10,669,1,1,0,0,7129.72
632152,501,6,2015-02-15,0,0,0,0,0,0.0
648411,95,1,2014-07-08,811,1,0,0,0,6636.306666666667
676921,604,1,2013-02-05,716,1,1,0,0,9539.5
5242,767,0,2013-02-18,809,1,1,0,0,8726.39
212186,1039,6,2013-10-27,0,0,0,0,0,0.0
367374,546,5,2014-10-25,1283,1,0,0,0,11100.54
600629,168,2,2013-03-13,576,1,0,0,0,4978.35
554776,985,1,2014-03-11,623,1,0,0,0,6740.32
512939,99,1,2013-10-29,367,1,0,0,1,3368.54
563793,1100,5,2014-04-12,421,1,0,0,0,3066.83
411876,1057,0,2013-08-19,592,1,0,0,0,5442.14
357294,552,5,2013-07-06,452,1,0,0,1,4454.21
55263,980,6,2013-08-25,0,0,0,0,0,0.0
572031,384,4,2015-01-09,981,1,1,0,0,8659.37
691125,337,1,2014-04-08,306,1,0,0,0,3684.01
515811,799,1,2014-04-15,1077,1,1,0,1,11650.15
282105,331,6,2014-11-23,0,0,0,0,0,0.0
288316,319,0,2015-03-02,974,1,1,0,0,10407.82
429415,43,6,2013-06-02,0,0,0,0,0,0.0
281949,560,5,2013-12-28,2126,1,0,0,0,16362.86
135296,663,2,2013-03-13,363,1,0,0,0,2864.65
706738,845,1,2013-11-26,261,1,0,0,0,3111.35
362305,620,6,2013-02-17,0,0,0,0,0,0.0
379547,261,0,2015-06-15,1284,1,1,0,0,17016.58
41003,194,0,2013-09-16,407,1,0,0,0,4541.57
267483,223,5,2013-06-29,719,1,0,0,0,7795.17
156952,637,1,2013-10-15,557,1,0,0,0,5283.94
372441,227,2,2013-02-06,698,1,1,0,0,7546.47
440194,611,0,2014-01-27,416,1,0,0,0,4751.48
523617,211,1,2013-02-12,1553,1,0,0,0,12562.75
78851,361,6,2014-09-21,0,0,0,0,0,0.0
219228,169,3,2013-05-02,924,1,1,0,0,9130.57
493184,360,3,2015-05-21,761,1,1,0,0,7233.77
598200,42,5,2013-07-20,887,1,0,0,0,7997.71
498941,268,1,2014-05-27,487,1,0,0,0,3757.46
644105,772,5,2013-03-30,651,1,0,0,0,5578.41
300508,130,6,2014-05-11,0,0,0,0,0,0.0
513968,850,4,2013-12-27,704,1,0,0,1,6140.58
351346,107,5,2013-03-16,829,1,0,0,0,6184.47
40484,893,3,2015-05-21,841,1,1,0,0,7029.49
572244,529,2,2015-07-08,699,1,0,0,0,6800.14
177454,2,6,2014-11-16,0,0,0,0,0,0.0
253686,257,0,2013-03-18,882,1,1,0,0,8599.6
174233,939,2,2013-12-04,657,1,1,0,0,7760.8
677339,370,3,2014-03-27,592,1,0,0,0,6411.28
222881,263,5,2013-08-31,399,1,0,0,0,3977.62
366421,600,0,2013-09-23,673,1,1,0,0,8586.2325
701710,669,0,2015-04-20,351,1,0,0,0,3690.35
59523,338,3,2015-04-23,458,1,0,0,0,4305.99
539327,95,0,2014-08-04,1027,1,1,0,1,10898.82
607027,1087,6,2013-06-23,0,0,0,0,0,0.0
420226,74,5,2014-08-16,682,1,0,0,0,5033.733333333334
580766,472,1,2014-05-27,602,1,0,0,0,4338.06
238303,416,1,2015-01-20,1183,1,0,0,0,8609.38
349108,220,2,2014-01-29,609,1,0,0,0,4124.25
367656,556,3,2015-01-29,916,1,1,0,0,7913.01
235883,154,4,2015-07-10,679,1,0,0,0,7023.915
172137,82,0,2014-06-09,0,0,0,1,0,0.0
17860,259,1,2013-08-13,2156,1,1,0,1,9986.49
404575,203,0,2013-10-14,769,1,0,0,0,5514.7
551987,906,5,2013-05-04,1166,1,0,0,0,10373.92
641610,637,0,2015-03-23,590,1,0,0,0,6183.2
29208,49,2,2013-12-18,777,1,1,0,0,10370.97
52661,882,0,2013-06-03,979,1,1,0,0,8984.1
308237,130,1,2013-09-10,588,1,1,0,0,5444.36
97628,67,5,2013-02-09,577,1,0,0,0,5633.5
232373,317,6,2014-01-05,0,0,0,0,0,0.0
494285,771,2,2013-08-14,783,1,1,0,1,7839.48
229232,912,5,2014-12-27,1115,1,0,0,0,9828.77
56969,1062,2,2013-11-06,606,1,1,0,0,7023.65
32344,966,5,2014-03-08,465,1,0,0,0,3902.25
323497,508,0,2013-04-22,764,1,1,0,0,7988.691333333334
422553,289,4,2014-09-19,562,1,1,0,0,6591.07
197491,904,4,2015-07-10,469,1,0,0,0,4771.28
10778,386,2,2013-04-10,732,1,1,0,0,9613.18
371433,373,3,2014-12-18,454,1,1,0,0,4226.79
657879,133,5,2013-10-05,378,1,0,0,0,2978.35
306299,695,3,2014-01-16,472,1,0,0,0,4324.7
428743,611,2,2014-06-11,407,1,0,0,1,4472.52
573636,195,0,2014-12-08,1232,1,0,0,0,9617.29
551850,801,1,2014-03-18,452,1,1,0,0,4915.94
485516,1082,0,2013-04-08,1193,1,1,0,0,9549.13
675218,716,6,2014-03-30,0,0,0,0,0,0.0
561544,343,3,2013-03-14,572,1,0,0,0,4798.12
635802,449,4,2015-05-29,1397,1,0,0,0,9512.89
160305,242,1,2014-04-29,389,1,1,0,0,4712.64
189377,642,1,2014-03-25,430,1,0,0,0,2901.66
14832,110,2,2013-12-04,738,1,1,0,0,8073.4
622683,67,1,2013-08-27,794,1,1,0,1,9321.52
307908,1040,0,2013-11-18,1150,1,1,0,0,12687.84
611962,484,0,2013-01-07,808,1,1,0,0,9668.76
262732,550,6,2014-06-08,0,0,0,0,0,0.0
122584,770,6,2014-10-05,0,0,0,0,0,0.0
50781,251,3,2014-05-15,2239,1,0,0,0,16880.565
683958,146,4,2013-08-02,642,1,1,0,1,7386.45
128744,876,5,2015-05-02,442,1,0,0,0,4470.19
699309,276,2,2013-09-25,545,1,1,0,0,4472.58
88759,326,4,2015-03-27,457,1,0,0,1,4770.165
458556,608,0,2014-06-23,855,1,0,0,0,7421.0
99694,37,0,2013-06-24,705,1,0,0,0,6049.92
94771,548,4,2015-07-24,295,1,0,0,0,3639.4
19294,332,2,2014-10-01,608,1,1,0,0,5792.72
361801,965,1,2014-04-15,1238,1,1,0,1,11515.9
558401,93,6,2013-11-10,0,0,0,0,0,0.0
540721,1005,1,2014-12-09,1026,1,0,0,0,8401.4
544947,403,6,2015-02-22,0,0,0,0,0,0.0
585685,904,3,2015-03-26,414,1,0,0,0,4454.06
247141,179,1,2014-12-23,1472,1,0,0,1,13259.61
515982,974,4,2014-04-04,1668,1,1,0,0,12534.33
538920,527,0,2014-11-10,1086,1,1,0,0,11366.81
560571,888,1,2015-05-19,777,1,1,0,0,8539.92
621808,1022,1,2014-11-18,769,1,0,0,0,6203.58
569705,807,0,2014-10-20,1170,1,1,0,1,12823.58
526032,1066,2,2015-06-10,1027,1,0,0,0,9543.71
622985,61,5,2014-07-19,573,1,0,0,0,4410.1
413753,503,0,2015-05-18,595,1,1,0,1,9376.09
122444,837,0,2013-04-15,353,1,0,0,0,2194.32
447335,156,3,2014-04-17,1128,1,1,0,0,11941.61
111768,817,0,2015-02-16,3010,1,1,0,0,24290.06
244827,358,3,2013-11-28,1012,1,0,0,0,8187.94
112830,61,1,2014-01-07,807,1,1,0,0,8696.62
384836,1097,5,2013-11-23,1730,1,0,0,0,7371.39
21750,104,0,2014-03-10,1328,1,0,0,0,9677.57
514151,324,6,2015-06-14,0,0,0,0,0,0.0
322125,407,4,2013-04-12,327,1,1,0,0,4164.5526666666665
156935,40,6,2013-08-18,0,0,0,0,0,0.0
257952,1023,3,2013-11-28,626,1,0,0,0,5542.69
549663,849,2,2015-03-11,795,1,0,0,0,6651.22
592636,1058,3,2013-12-05,775,1,1,0,0,9500.06
106961,1009,4,2014-04-04,471,1,1,0,0,4766.11
598207,455,3,2014-02-20,419,1,1,0,0,6254.68
236502,727,5,2013-04-06,273,1,0,0,0,2631.0431666666664
363090,427,5,2015-05-09,692,1,0,0,0,6343.78
386672,433,4,2014-10-10,696,1,1,0,0,6157.72
599372,375,6,2014-05-04,0,0,0,0,0,0.0
383092,909,5,2014-06-07,968,1,0,0,0,9443.13
227049,762,2,2013-01-30,314,1,0,0,0,2693.7633333333333
383397,1019,3,2014-04-17,1032,1,1,0,1,9938.91
263767,992,2,2013-05-29,843,1,1,0,0,7250.3
325100,886,6,2015-05-03,0,0,0,0,0,0.0
602224,491,3,2015-07-30,623,1,1,0,1,8182.62
648948,934,5,2013-11-23,461,1,0,0,0,4333.84
520018,722,6,2013-08-04,0,0,0,0,1,0.0
618294,79,5,2015-02-28,497,1,0,0,0,4631.27
220886,721,3,2013-06-20,676,1,1,0,0,6959.97
319694,487,1,2013-11-26,566,1,0,0,0,5696.02
222267,1003,5,2013-12-14,594,1,0,0,0,6923.67
185552,566,4,2014-10-24,627,1,1,0,1,5871.67
258754,852,2,2014-06-25,512,1,0,0,0,3843.5316666666668
40046,834,2,2014-02-19,635,1,1,0,0,6063.24
655043,559,6,2013-06-30,0,0,0,0,0,0.0
84453,527,2,2014-12-03,1030,1,1,0,0,12019.5
432255,661,4,2014-07-11,529,1,0,0,0,5502.43
115633,83,1,2015-06-16,389,1,1,0,0,4734.0
211341,494,2,2013-02-13,1097,1,0,0,0,7205.49
217174,396,0,2014-09-08,1089,1,0,0,0,9782.95
143140,666,4,2015-04-10,540,1,0,0,1,5516.44
558722,65,1,2013-10-15,427,1,0,0,0,4322.09
423389,1025,2,2014-02-05,868,1,1,0,0,7496.03
558976,62,2,2014-05-07,818,1,1,0,0,7776.45
124640,401,5,2015-01-10,278,1,0,0,0,2965.7
22125,896,5,2014-11-08,1127,1,0,0,0,7709.4
114197,1007,1,2014-07-22,631,1,0,0,1,4673.42
146489,200,1,2013-08-20,753,1,0,0,1,5652.14
540079,360,0,2013-11-04,896,1,1,0,0,10099.23
629702,658,4,2013-04-19,631,1,0,0,0,5687.34
245916,261,6,2013-10-27,0,0,0,0,0,0.0
201872,946,5,2014-05-10,392,1,0,0,0,3302.681666666667
608585,849,0,2013-07-01,1097,1,1,0,1,10555.356666666665
1374,300,5,2013-09-21,787,1,0,0,0,5872.3
337044,119,2,2014-04-16,771,1,1,0,1,7972.13
223438,583,3,2014-03-27,349,1,0,0,0,3340.76
410790,491,1,2015-01-13,523,1,1,0,0,6186.25
708850,978,4,2015-03-20,1035,1,1,0,0,7941.47
65762,941,5,2013-08-31,383,1,0,0,0,3355.2833333333338
368158,1072,3,2015-03-12,609,1,0,0,0,6341.5
466234,1060,6,2013-06-09,0,0,0,0,0,0.0
298695,314,3,2013-11-14,562,1,0,0,0,5294.48
387123,677,6,2013-04-14,0,0,0,0,0,0.0
195314,480,6,2014-03-30,0,0,0,0,0,0.0
635977,674,5,2014-07-19,635,1,0,0,0,5271.38
221641,118,6,2014-04-13,0,0,0,0,0,0.0
509352,234,2,2013-09-11,1130,1,1,0,0,12910.86
194972,845,1,2013-01-22,307,1,1,0,0,4245.94
271970,748,3,2014-11-20,414,1,0,0,0,4289.19
549491,691,4,2014-05-23,635,1,1,0,0,8573.89
252947,21,2,2014-08-27,347,1,0,0,1,3148.67
12964,377,0,2013-12-09,1001,1,0,0,0,8527.08
240411,37,3,2014-03-20,682,1,1,0,0,6773.99
620544,790,4,2013-01-11,727,1,1,0,1,8049.76
363267,813,2,2015-04-22,608,1,0,0,0,4881.8
625132,1060,1,2014-12-30,1025,1,0,0,1,9282.97
697677,564,3,2014-02-13,411,1,0,0,0,4174.89
365036,1026,0,2013-05-13,1449,1,1,0,0,13739.85
172754,6,4,2014-06-13,642,1,0,0,0,5196.875
570952,228,5,2013-03-02,644,1,0,0,0,8081.49
138986,970,3,2013-05-09,0,0,0,1,0,0.0
219717,973,2,2014-09-10,869,1,0,0,0,6542.41
664238,69,3,2013-10-10,1230,1,1,0,0,10436.815
287618,440,1,2013-12-10,579,1,0,0,0,5336.74
142974,874,4,2013-06-14,480,1,0,0,0,4420.41
49707,1038,6,2015-07-26,0,0,0,0,0,0.0
385688,425,5,2014-04-12,336,1,0,0,0,2663.08
692220,676,6,2015-02-08,2006,1,0,0,0,11590.21
517155,820,4,2014-05-16,1089,1,0,0,0,12213.68
280367,739,1,2013-01-08,715,1,1,0,0,9352.08
307641,342,4,2014-06-27,748,1,0,0,0,7582.394499999999
330639,48,2,2014-09-10,374,1,0,0,0,3310.78
566927,581,1,2015-07-28,696,1,1,0,1,7055.81
413186,1043,5,2014-05-24,1188,1,0,0,0,8035.25
233296,502,0,2014-02-24,1420,1,0,0,0,9191.5
284046,582,0,2014-07-28,1081,1,1,0,1,10753.0
689138,173,2,2014-11-12,1018,1,1,0,0,9411.77
355909,973,0,2013-07-29,809,1,1,0,1,8824.12
343480,991,3,2014-06-12,496,1,0,0,0,5157.04
530737,676,2,2013-05-15,1556,1,1,0,0,6432.49
706192,110,5,2015-02-28,345,1,0,0,0,2702.73
144175,725,5,2013-09-21,515,1,0,0,0,4994.04
411205,870,2,2013-07-17,844,1,1,0,1,8169.31
668857,62,1,2013-07-23,705,1,0,0,1,6445.95
216101,157,1,2015-03-31,926,1,1,0,1,10092.53
611512,886,5,2014-03-29,399,1,0,0,0,4058.42
23027,307,5,2013-05-25,147,1,0,0,0,1200.21
112429,100,3,2013-03-28,944,1,1,0,1,9741.61
47085,759,4,2014-09-05,906,1,1,0,0,8428.87
16150,24,2,2014-02-12,756,1,0,0,0,7405.73
709314,966,4,2015-04-24,586,1,0,0,0,4373.8
528609,817,0,2013-09-16,3094,1,0,0,0,20155.9
70434,134,4,2015-02-13,539,1,0,0,0,5185.535
489925,613,5,2013-01-05,1043,1,0,0,0,6671.22
675409,751,3,2015-04-02,584,1,1,0,1,4744.11
613713,418,1,2013-01-15,471,1,0,0,0,4008.12
634884,972,0,2013-07-29,531,1,1,0,1,5783.27
99992,463,6,2013-02-24,0,0,0,0,0,0.0
288957,840,6,2014-09-28,0,0,0,0,0,0.0
572029,766,1,2014-03-25,462,1,0,0,0,4942.92
101664,769,4,2014-08-01,3710,1,1,0,1,12870.37
416208,1030,6,2015-07-12,0,0,0,0,0,0.0
440739,1084,2,2014-02-26,646,1,0,0,0,4771.1
515251,989,6,2014-01-12,0,0,0,0,0,0.0
643291,963,6,2014-09-28,0,0,0,0,0,0.0
89612,336,0,2014-02-24,1846,1,0,0,0,11932.1
609848,995,0,2014-11-03,1072,1,1,0,0,12838.46
251148,1002,1,2015-04-14,846,1,1,0,0,8287.4
289021,344,3,2014-04-17,1513,1,1,0,0,11810.468
349710,653,1,2014-09-23,429,1,0,0,0,4521.47
326539,137,5,2015-02-21,777,1,0,0,0,7573.58
509870,83,3,2015-04-16,336,1,1,0,0,3823.115
177612,1007,1,2014-10-07,783,1,1,0,0,7004.8
402923,748,5,2013-10-26,451,1,0,0,0,4701.16
501059,690,3,2014-11-20,705,1,0,0,0,4840.98
618884,194,2,2015-02-18,372,1,1,0,0,4538.49
252251,1070,0,2013-03-18,1158,1,1,0,1,10844.92
687669,615,2,2014-04-16,1547,1,1,0,1,13359.53
629298,424,0,2015-03-02,1061,1,1,0,0,10873.25
349055,945,5,2013-11-16,330,1,0,0,0,3261.915
162332,942,5,2015-02-07,485,1,0,0,0,5242.94
466141,1035,5,2015-05-30,235,1,0,0,0,2084.32
331680,359,0,2014-11-24,690,1,1,0,0,7904.04
29237,75,1,2013-08-20,574,1,0,0,0,5031.9
125862,1010,4,2014-07-18,809,1,1,0,1,8169.97
399816,21,3,2014-11-20,367,1,0,0,0,3351.16
311497,29,6,2014-08-17,0,0,0,0,0,0.0
74113,585,1,2015-07-07,737,1,0,0,0,4428.44
513088,80,3,2014-02-06,574,1,1,0,0,6939.865
521269,981,2,2014-12-10,646,1,0,0,0,5037.76
35896,908,6,2014-05-18,0,0,0,0,0,0.0
528605,728,2,2013-10-02,492,1,0,0,0,4876.46
123314,19,4,2014-08-08,657,1,1,0,1,6811.78
3157,738,1,2013-10-22,602,1,1,0,1,7092.03
604919,740,1,2014-12-30,555,1,0,0,1,6128.5
528573,343,5,2013-11-23,657,1,0,0,0,6131.22
693916,607,6,2014-08-03,0,0,0,0,0,0.0
560637,19,5,2014-05-31,496,1,0,0,0,4874.32
646210,280,6,2013-11-10,0,0,0,0,0,0.0
707906,266,2,2015-04-08,547,1,0,0,1,4364.55
711662,927,4,2015-05-15,955,1,0,0,0,7535.33
244331,278,0,2014-06-30,1198,1,1,0,0,14555.66
512140,548,2,2013-01-30,328,1,0,0,0,3513.87
636736,109,5,2014-12-27,760,1,0,0,0,7843.55
